delta_time,x_bias,y_bias,total_sigma,rgt_corr_sigma,xy_corr_sigma
28383698.906756345,2.6284552347870767,2.305167227507891,0.0504037223511543,0.050471650560942,0.0460242592421423
28513823.26007787,2.8665416692825687,2.202143954069611,0.0496180284695714,0.0496224403702893,0.0451964792392253
28643852.278592654,3.176388281893241,2.096439796475144,0.0487811348243415,0.0488051602656236,0.0443546240134647
28771234.715505306,2.912027990890708,1.9303796897781675,0.04811941276159,0.0481330309391541,0.0443504294492284
28898564.07161245,2.41985488270986,1.8649938935062396,0.0478380727593416,0.0478969504265648,0.0446505601252388
29028635.938713297,2.457013047947304,1.6920572813872503,0.0491072549346465,0.0491307530758452,0.0463889045280098
29158760.63002609,2.8175847488405235,1.471080425261369,0.0477093744577724,0.0477729961235373,0.0451649117290615
29288875.8021426,2.793520908924254,1.3725934572302887,0.049452357439562,0.0494609361556185,0.0471495560237932
29410494.443568613,2.930527621019133,1.1519130462509246,0.0493968178614225,0.0494060139914758,0.0473475874257213
29549100.673978534,3.087678678967256,0.9084244033327946,0.047496805866575,0.0475335390341562,0.0455937754735213
29699040.292309877,2.992184696081945,0.8748959925274479,0.0489072779360213,0.0489117045108508,0.0471490656156748
29809295.408589303,2.5913622147964657,0.5913410464756359,0.0492000149531531,0.0492820999522142,0.048113950834178
29939489.70260502,2.636561430268461,0.5552321138020775,0.0506564458488314,0.0507096699839032,0.0495602457081226
30069475.660854287,2.826700349547062,0.1735097977516616,0.0480734002425455,0.0481893213156342,0.0469743216883691
30196871.255824864,2.8985754698330584,-0.1894561073390166,0.0452437142262648,0.0453555134682737,0.0439328019354719
30324182.75581006,3.0525633421626304,-0.4839722325964634,0.043832183079187,0.0438883719009867,0.0420528670532844
30454308.55529832,2.2811295013991324,-0.6718216913694044,0.0465142582975817,0.0466509732270664,0.0454156208493676
30590060.988944653,1.2833992021316754,0.237095715269322,0.0445240655668084,0.0446585487062426,0.0443622169192759
30714522.142280117,1.7502546218716677,0.7860911565549834,0.0410652425124913,0.0410889292541093,0.0401051812923758
30844633.894000784,2.3110665819899503,1.288871396374429,0.0415376412393921,0.0415401301146652,0.0393623474290695
30974737.119466983,2.76852393747878,1.7204397270202585,0.0469636626891838,0.0470666326348179,0.0438906170739803
31104892.904677432,3.136529575968023,1.6807802588945462,0.0501046748731447,0.0501187772466549,0.0469430654271059
31237791.064297304,1.9487965610335916,-0.263743752800113,0.0544696744510401,0.0545697435292495,0.0538606129338781
31365153.7100778,2.3909055477485195,-3.3331759955998232,0.0612557996032084,0.0613271738132505,0.0535914230178186
31492440.778713327,2.506185917120777,-3.8846308064478032,0.0586983672438853,0.0587059315762895,0.0476518348277653
31622510.778389744,1.9791037874945772,-3.90418109548278,0.0566572578244667,0.0567174245062897,0.0456799621473706
31749831.90338768,1.0810239968490358,-3.896299907152649,0.0552089880641529,0.0552131625082971,0.044368351694375
31879945.82933956,0.6471516825935696,-4.280324364144923,0.0610053497059839,0.0611796012598457,0.0495128649441848
32010056.500089303,0.2905415511702629,-4.576108155791037,0.0646894469932231,0.0647858141026123,0.0523186457286775
32140195.253314357,-0.3375057149224584,-5.016965492315306,0.0670777213069501,0.0671834642996844,0.0528795301877251
32270284.21005536,-0.5574040831001028,-5.355796710453691,0.0689557585903579,0.068996244238138,0.053008887007131
32403241.50922196,-0.7648796976666168,-5.718861047522242,0.0718847394137741,0.0718918506484501,0.0542690474448904
32530506.75340087,-0.9546351360562492,-6.451517376943641,0.078422293096955,0.078453758743321,0.0577065800645131
32663487.91127096,-0.6364044642960941,-6.7008606325920885,0.080037945048821,0.0801110961237966,0.0580904634866053
32796418.850185275,-0.3328377479396693,-6.693062570247417,0.0807680211773605,0.0807748607069605,0.0588692679462034
32918069.108635664,-0.5678406747829134,-6.900166666779934,0.0824043105781732,0.0824588210124328,0.059529587456857
33048173.563949514,-0.1869551746568883,-7.192299674400309,0.0835760322290375,0.0835913132220384,0.0586713646924216
33175491.05538661,0.3606874841884985,-7.099926431633755,0.0852281701680607,0.0852365857953035,0.0619477697204873
33305587.20849333,0.5085440091934346,-7.011515591450395,0.0878775510271487,0.0878946099963112,0.0659348462160418
33435711.673383627,0.9534901036117612,-6.373974233683542,0.0799345409396325,0.0800390711118922,0.0598431888336809
33571486.225038245,0.7993183104573677,-6.666607730388057,0.0763133897281189,0.0763332406123703,0.052380514403485
33695961.007864565,0.419129178726119,-7.17164681493047,0.0786824818661734,0.0787091808340522,0.0514659367598789
33828893.570430696,0.4691409778388538,-7.665948704120427,0.08379285165261,0.0838124020632734,0.0546987876734561
33953394.29427732,0.4508501862593751,-8.040992837483529,0.0882482610964593,0.0883629787489367,0.057706320446423
34086328.88087903,0.4520907350883286,-6.873192352682003,0.0848610371991732,0.0848885816265629,0.0627183210963394
34216443.03697327,0.0309006864174648,-5.046996931346635,0.071432469952904,0.0714755020228459,0.057800817697161
34343736.97279592,-0.2876305373618919,-4.551993022038515,0.0643586739238833,0.0645308795417845,0.0522263326300204
34473865.00238061,-0.9522909287528504,-4.571217664905421,0.0655188682794946,0.065523789596082,0.0532922776328361
34601126.39691338,-1.0936749260654697,-4.425045464628346,0.0634607082462777,0.0635040182542207,0.0516859575949202
34731275.69461656,-1.1921717127562017,-4.218197393555037,0.0609897278335238,0.060994444187967,0.0498283640477986
34861374.9986974,-1.376913250366072,-4.250291883831074,0.0601692732688265,0.0604507321395229,0.0490619188887696
34988685.11891006,-1.3782282736323883,-4.089622769589182,0.0631633378298527,0.064113476567971,0.0543830337793163
35121639.532310575,-0.7572244051588888,-3.6669825410774153,0.0624481174355798,0.0625783677341995,0.0547104173823266
35251727.11750443,-0.4883614169424371,-3.1171272009412263,0.0529091690157863,0.0529389913057917,0.0462593610469932
35381895.52143103,-0.4679463539983736,-2.871748997556407,0.0506640714649367,0.0507009099019954,0.0448475502971768
35512001.80563836,0.4674893221754493,-2.6685547806094987,0.0534196345580192,0.0538120707323807,0.0489897563546338
35642108.55961959,1.2327991533346263,-2.528891053053173,0.0555936410733393,0.0556794172865406,0.0512488724783214
35766572.87047352,1.9420684494982057,-2.643178350151229,0.0553850341081614,0.0553920678044314,0.0501321199726303
35899520.35060771,2.126642569679331,-3.472020959016886,0.0569095046430013,0.0576009081788613,0.0488865997487166
36026800.4160991,1.7815826771436214,-4.107584518300268,0.0603214136892727,0.0603827141131153,0.0491827919969805
36156931.86581679,1.1142313389420448,-4.544259019434356,0.0659306275305834,0.0660146356601128,0.0537958739709003
36287062.920436725,0.3313588149927105,-4.843312358733124,0.0689645847909152,0.0691045219233228,0.0561009886006466
36417172.28018255,0.8100736365876361,-4.973353541192656,0.0703407554089512,0.0707028500169905,0.0573192130597302
36547294.75640668,2.503496923326677,-4.888343077824541,0.0707032353656155,0.0707078608159596,0.0549034959007619
36677412.95655579,2.9154477610435867,-4.968492591986074,0.0677251903745407,0.0678228388474446,0.0500497828088179
36807523.18953334,1.972306759776826,-4.980973018628387,0.0651014267325644,0.0651770827761705,0.0496026344070557
36937652.909591846,1.7795027483858346,-4.988496383925404,0.0671782233026809,0.0672233538767792,0.0522996286136456
37067757.55165161,1.4818251204905666,-4.989826383172951,0.0686277488249886,0.068662973120438,0.0542505523078788
37195078.237547,1.530228012136123,-4.874199280475345,0.0706616518144111,0.0706820166106954,0.0574874082684113
37325183.001975656,1.8364506933413185,-4.7339843413815,0.0788961747321173,0.0789064726975922,0.0679512440287085
37452503.21822201,1.9224026210084333,-4.585724521598246,0.0745444139145469,0.075536845511478,0.0646012105472821
37582593.30470075,1.2578057144647634,-5.001379380131593,0.0707172320219314,0.0707227559934609,0.0569439939472977
37712727.651009336,1.2898232667951632,-5.60043835950936,0.0730926869234011,0.0731020837841649,0.0561816040872512
37842808.70066372,2.0179202036539934,-5.37154216466244,0.0729570872769317,0.0729666095706092,0.0565565723021176
37972937.39510341,2.4039437266444383,-5.656566055423701,0.0775777711070835,0.0779025022596667,0.0607997454189855
38103057.13514925,2.871222147771744,-5.990316983143337,0.0787155967854426,0.079028241403449,0.0601589859716528
38233172.55630621,3.289695028375368,-6.524814593770422,0.0859586991243423,0.0859696594618868,0.0649992806309878
38363325.44062255,3.5443655905156906,-7.046614704365076,0.0887860933431932,0.0893109643978434,0.0656131048207724
38493421.77595557,2.956921133725189,-6.519064911977019,0.0843732804759424,0.0850973588126302,0.0607960158291651
38620721.07689503,2.7461781823956075,-6.253135786130385,0.0791108983618238,0.0791972404822592,0.0576640312341811
38750858.13110803,2.767046877927255,-5.565156172078085,0.0724556046011628,0.0728061768350508,0.0551166370190424
38878140.81558943,1.9833816843479424,-4.764953605425739,0.067425092295556,0.0674709720361224,0.0539961895808274
39008195.16884624,0.4476348393512138,-5.053306448720309,0.0667461625469052,0.0668749891361823,0.0522804025796127
39138370.21186839,-0.3701374519599523,-5.722402153576327,0.0687300454980121,0.0693790218888707,0.0508351584409819
39268500.37562868,0.4025975025347418,-4.6224274555876965,0.0620539599779021,0.0620578685507767,0.04890871767582
39398595.392028846,0.3867746936537816,-3.5378482928646733,0.0571284065563204,0.0572314541879643,0.0491673417249564
39528730.17271181,0.1981905199109702,-3.340524443608099,0.0565500906595936,0.0569752608878313,0.0498313612403892
39658849.19233048,0.3903072215394809,-3.3747108646963437,0.0545018493482043,0.0547577234719808,0.0470568148282922
39789010.24541785,-0.1686775280953627,-3.872823258937211,0.0611801671703257,0.0617258425786737,0.052813430072219
39919046.066097096,-2.315470389793848,-3.4762293570651703,0.0586745255432609,0.058715074723751,0.0507647653495879
40046355.82270263,-1.8090182230979224,-2.5032410809179138,0.0511564923740401,0.0513049047285859,0.0466608220674962
40173733.78282498,-0.3372230391671515,-2.822226908402347,0.0497799032642173,0.0498396366808078,0.0440846142477769
40303800.86857056,-0.4769036243949805,-3.8765732807795943,0.0550652229458872,0.0551706359047809,0.0450340058416124
40433909.07323667,-1.4592683558335868,-3.8888644482042,0.0585010766688165,0.0585940677155813,0.0490089864582582
40564038.69737814,-1.7598878244135538,-3.22331777080884,0.0564721193287443,0.0569694587847208,0.0501663299970134
40694147.65375708,-1.0593373233314178,-1.830788042393805,0.053228806818757,0.0534679977136694,0.0512031231995456
40824306.12047084,-0.1569258375661167,-1.0219818077362692,0.050545482443847,0.0506632091893694,0.0499539099509251
40954363.03438953,0.7239152336553891,-0.8787590623278839,0.0475385571099668,0.0477288225874023,0.0470713313260847
41084496.2304174,1.302125012966321,-1.1013441771249863,0.0466714524025866,0.0467777591666842,0.0455603703800575
41214615.550124526,1.8198031775846328,-1.4855469690535588,0.0462059020871818,0.0462079364906624,0.0438990964426265
41344672.30420026,1.9499315003553428,-1.589599421677569,0.0461459175469836,0.0461856365705124,0.0435416977855652
41472036.97865044,2.176027895920549,-1.6144608881881837,0.0467422102076523,0.0467450239029906,0.0438820866265352
41599385.2187872,2.343205990643832,-1.5836351978872951,0.0473100273937537,0.0473844696572881,0.0444989400423608
41729432.34304617,1.822445211970815,-1.412283400489958,0.0456932386786201,0.045889388480519,0.0437338299527846
41859557.46549635,1.0314059703295644,-1.3514075259961429,0.0453412143031329,0.0453687263220782,0.0437482946317995
41989661.12841316,-0.0183557325204181,-1.7153934885235342,0.0488749704847121,0.0490303686476487,0.046941319084696
42119805.62759599,-1.2725214979758004,-2.858609791813333,0.0534474313706225,0.0534722781623513,0.0478509536771745
42249925.03204151,-2.506600007788382,-3.919442781976026,0.0587450234309237,0.0589467041818066,0.0487369273816684
42380054.33085673,-2.547324018442961,-4.112396501501559,0.0592564915739217,0.0593054169160894,0.0480695204169972
42510141.59238294,-0.8154581087733184,-3.862904186933114,0.0571898116894509,0.0572038644988428,0.0475951921685097
42640273.73897361,0.5970657015917767,-3.0179582906095237,0.0516973474263684,0.0518069910877984,0.0453220307287776
42770276.86135733,0.0613682002572777,-2.248122339320793,0.0466340554554736,0.0467442688230435,0.0428975865844944
42897695.05625656,-1.5763247225791586,-2.2090773203224536,0.0463519761002357,0.0464258940470345,0.0424103215185054
43024985.72139195,-1.9028250540048948,-3.1780826396927147,0.05589123123036,0.05598567977935,0.0491260768010939
43155115.383727744,-1.546494757098998,-3.3623616027585084,0.0575396651438167,0.057856833327003,0.0506101651782442
43285233.68950357,0.3459555998861411,-2.7003164246721405,0.0573725334748229,0.0574891193066626,0.0529934647994195
43412525.16889515,0.9891771360165194,-1.3608826811083905,0.0545459127395664,0.0546455073183291,0.0532945284224472
43545436.8817596,0.0018250185842781,-1.0451531717972238,0.0456040894718107,0.0462525768387098,0.0454435700915801
43675581.58118868,-0.3358178283629259,-1.485039111380753,0.0437181063188963,0.0438858088823704,0.0421420410267563
43805701.16395988,0.3063558417459203,-2.3059666939182613,0.0481141056970526,0.0485156182467844,0.0445780483925447
43935810.90849478,-0.3726026412298076,-2.3680228157343124,0.0485773552054284,0.0486094268566468,0.0445172536490385
44065930.63307662,-0.781356016992053,-1.961049493563919,0.0504704346271494,0.0507262855288998,0.0480366597973131
44193242.03101654,1.0795341018219249,-1.220456255595629,0.0501520706137887,0.0504517744412122,0.0492143262337719
44323340.34965187,1.7029035997728617,-1.721810770697174,0.0485215269747733,0.0485245788026234,0.0458200150658806
44450632.18911521,0.6679054278094055,-2.459668085413211,0.0536416535031204,0.0537109452229575,0.0495963584560522
44580735.88715255,-0.437338486850429,-2.708544330193006,0.0546284733835085,0.0547462686314875,0.049998368773165
44710918.94343031,-1.442343487767516,-2.57926380667579,0.0510903613057042,0.0511765459786729,0.046369768533751
44840991.76620963,-1.4264250519999095,-2.261475602483462,0.0491173416705173,0.0495184636488683,0.0456705023616278
44973972.6247741,-1.4127542140610472,-2.193202331778414,0.0479935658128909,0.048071085352584,0.0443082422199932
45101240.57509308,-1.9999075023174175,-2.408078217877359,0.045936029290017,0.0460899998334383,0.0411064522713291
45231360.51634088,-1.998531086194277,-2.4181995509400185,0.0486010396744521,0.0486066778385022,0.0438602317916674
45361453.8481236,-1.858647799010892,-2.289100943809358,0.0495161912809064,0.0496974053541842,0.0456124238168579
45491653.622299,-1.971130350963044,-2.144706816756505,0.047020037618059,0.047106587920476,0.0431805073999832
45618876.41123435,-2.4533622334916423,-2.177015098754193,0.0462873777150842,0.0463100694319417,0.0418702817945128
45749026.462319344,-2.5367436856482057,-2.045340483416496,0.0457768697832316,0.04579447364295,0.041681946785905
45876267.65738921,-2.2727443082867,-1.9229943101672444,0.0462240681876005,0.0462608296443946,0.0427712186190865
46006421.58384372,-2.1560952422845223,-1.7803143600822615,0.049832283580828,0.0498570677966757,0.047077785091621
46136532.09243383,-1.700850429102547,-1.7279019469464396,0.0520188067419065,0.0522234907185023,0.0499309634261938
46266634.62961753,-2.0973767001343355,-1.808748394602789,0.0504738192405066,0.0504831378465717,0.0476972990775778
46396719.24385786,-2.5281627049142084,-1.8459595066519323,0.0462710231559549,0.046280638967937,0.0428274148795934
46526932.7559371,-2.297755602798816,-1.934795760523349,0.0454557593182263,0.0454779159674872,0.0418658908176694
46656973.94522827,-1.6687337985370003,-1.9855772716819011,0.0499237031206874,0.0502393598242397,0.0471881778259453
46727720.50163618,-1.5839780064799034,-1.9751910275956623,0.0509965389884682,0.0510832827563517,0.0481084455449884
48011933.13526899,-2.079997874509968,-0.2539060808985845,0.0752490924469829,0.0754180750206479,0.0749633574778504
48082713.92465842,-1.742866350751228,-1.1562487776059147,0.080504406826312,0.0805122878822161,0.0796516025721795
48212797.0488184,-2.529338786141556,-4.079045961533024,0.0909335782530414,0.0909679351430645,0.0838633289378933
48342926.30210319,-3.1326677063137573,-5.144438751180861,0.093014211221626,0.093130435977583,0.0818690801475929
48470223.36303396,-3.036480270201376,-5.267522808624183,0.0941869260228944,0.0942828572429665,0.0826730976056803
48600344.40005539,-3.234238535364299,-5.490602889120112,0.0950172834990432,0.0950378507831647,0.0823886702043593
48727599.51030348,-3.5354178819435984,-5.746961000498485,0.0979711880939775,0.0985628981188574,0.0850755684416063
48857746.76824522,-2.901854238040846,-5.616904659299866,0.0970545654038939,0.0971078571531173,0.0842851614837524
48987880.50588536,-2.4705411874879863,-5.954320584608592,0.1011149618617837,0.1026005004167627,0.0890080880511984
49118003.43814007,-2.413018940689843,-6.277394158069384,0.1050109646848734,0.1058730313525214,0.0910178254091798
49248079.40391652,-0.7628035460093262,-4.501934027504071,0.0823352386874421,0.0823661906712656,0.0724583773232014
49378234.72686133,-0.0097102938241795,-2.832643215645593,0.0675884374700082,0.0685062806532174,0.064367268407883
49508362.378961146,-2.0949261364457947,-2.224807753449744,0.0571122056632803,0.057465596186287,0.0540219774425939
49638480.95012469,-2.295052449714717,-2.183278254311436,0.0484330337595198,0.0488118937734437,0.0447327274387901
49768592.47626446,-2.5652942517504678,-2.173016701834737,0.0470134790772278,0.0470203662975759,0.0426141547781199
49895884.02949369,-2.84447930784405,-2.152328752805073,0.0475071467363225,0.0475339437284508,0.0430125954383332
50025999.7532719,-2.946754973554328,-2.16855984025289,0.0475011309962589,0.0475886729976377,0.0429300126730867
50153311.03319136,-2.8363783118792987,-2.078950832855067,0.0487283835581465,0.049471860173987,0.0453791345512
50283415.03345092,-2.564907280300307,-2.077785630232051,0.0522816963957859,0.0526093550185536,0.0489766903667335
50413544.5603884,-2.8745444286502657,-2.144837755920876,0.0523898346466942,0.0524518411312955,0.048391858967238
50543620.15124431,-3.115455760502487,-2.166820056922977,0.049989086830049,0.0503798174489719,0.0458560948871777
50673773.82762921,-3.3393489761332864,-2.22146694146401,0.0496454713345383,0.0496600968698415,0.0446748270496095
50803889.92784634,-3.1115029372717085,-2.33429679917185,0.0490413388123703,0.0492349576654093,0.0440364780630713
50934024.290582776,-2.0176559848040205,-2.085696435486471,0.049181232190505,0.0493950363049204,0.0457589819217229
51064099.616876,-3.2927694841180823,-1.71561568945344,0.0488163915356242,0.0488294781335917,0.0452015607788602
51194210.25191172,-4.299480508534178,-1.8145364132608204,0.0480444960898198,0.0481051607951931,0.0430350683976679
51321529.922426455,-4.1752949944363325,-1.934905223116693,0.0476515271228332,0.0478166164164463,0.0425338003161308
51448924.93816379,-4.235043999794915,-1.8064300921014464,0.0489954104614741,0.0490955755304451,0.0442458122523909
51578933.26120231,-3.774155885603185,-1.8056979958450807,0.0504464300768752,0.0510083265437922,0.0469006491269875
51709094.21813527,-3.578049640097563,-1.8512304323146909,0.0516669236819768,0.0518213374877479,0.0478486260435268
51839183.22162687,-3.922630186215672,-1.905405184976652,0.0473942080470195,0.0474901664277618,0.0425815064208575
51969318.104843065,-4.212878350730448,-1.737141617497512,0.0458395875066953,0.045899629516303,0.0408379212378293
52099398.41122396,-3.8772976889282167,-1.431104138101622,0.0455889501019672,0.0456624671184066,0.0417934910252317
52229557.44729565,-2.8717676316239573,-1.0995099520685403,0.0420989115948514,0.0421229717714237,0.0397747497744146
52359647.46191113,-1.5917765005296087,-0.724106372914667,0.0438738345913878,0.0440444571067835,0.0432586583634678
52489792.1997257,-0.4909496190854831,-0.5649595166617977,0.0425915400302694,0.0428386423976892,0.0425554567444212
52619851.769637465,-0.1364168085373893,-0.8320810756098878,0.0426418155232877,0.0427341122964139,0.0421832484034609
52747203.17363,-0.4956580315985226,-1.2980154298873694,0.0439486039352298,0.0440833978416811,0.0427595949181843
52874540.35856991,-0.5641789376372738,-1.2356554042900465,0.0478978571417931,0.0482320164446965,0.0471210777065544
53004666.37041803,0.0605493364537878,-2.0410157813234258,0.0511458759611841,0.0513208409627564,0.0484542408015435
53134711.55809216,-0.5062558915122616,-3.065359285252004,0.0529215326568397,0.0529237135904585,0.0465301121885716
53264844.02517167,-1.727962816910733,-3.652341033107054,0.0579141269194917,0.0579794768844117,0.0493907914189028
53394944.54595069,-2.3639221758225952,-3.917768425019869,0.0611380156441635,0.0611987940643864,0.0515475747214606
53525091.97695902,-1.941803897103724,-3.733004027743396,0.0566302260196969,0.0566729585404344,0.0473306497900085
53655179.29658696,-0.189428953666241,-2.8957367816747768,0.0479296092869249,0.0480339577717397,0.0417236680376931
53785311.891879566,0.8252138443237623,-2.1730486743781623,0.0439874481253915,0.0439940670222211,0.0399779221800799
53915412.96472864,1.5766047201364677,-1.2653137904365852,0.0480101464413993,0.0482943336957956,0.0466764460135343
54048305.45008016,1.9801958873366905,-0.7164935487978819,0.0480775750585983,0.0486112250824544,0.0475899692298869
54172859.26731476,1.90406408158884,-1.0313828786084926,0.0464776668084485,0.0469717139668719,0.0455211661653371
54300186.3541851,0.9155036868831008,-1.7297157676947803,0.0501833122281298,0.050428967648523,0.0481731594275382
54430243.80465546,-0.0665730510197938,-2.1840297461415674,0.0508018867840313,0.0508850043661989,0.04760053007662
54566044.23070088,0.0642338797048556,-2.063891932369543,0.0483700701229344,0.0483735740527536,0.0452878300129602
54690451.73909924,-0.0410162499014586,-2.175324325852908,0.0458489845269724,0.0458517692099517,0.0422235674335532
54820626.471918665,-0.4061855475455082,-2.623824206931347,0.0490484398833677,0.0490694453654814,0.0440955594850634
54950697.28516283,-0.5811423276885849,-2.671296002989644,0.0504570527917194,0.0506827741208597,0.0456687344810267
55080865.73268043,-0.3777286958694531,-2.3032134699897613,0.048517596124446,0.0487218528805946,0.0448792873991937
55213795.17074744,-0.2348194854508034,-2.5067694393607,0.0497738526682874,0.0497776956023487,0.0452817173923313
55338276.89545232,0.7728193497332321,-2.4316878006448963,0.0508468099833472,0.0508579435302095,0.0465796407636574
55468391.62791141,1.2104136244123358,-2.1978128040371288,0.053091020263288,0.0530951496625583,0.0495717614295388
55598505.98092958,1.4233934066678766,-1.7511925359218568,0.0505312368346859,0.0505381070680874,0.0480088092136344
55725783.75334515,1.2908948586382558,-1.5790349022038088,0.0468438508614561,0.0468515255070508,0.0446381123014854
55855926.73562546,1.5179833121105295,-1.5733516900637736,0.0453307151151533,0.0455312380650254,0.0431566330988533
55986045.62930803,1.5678743333082832,-1.2979185259434003,0.0463952559176122,0.0464073416268907,0.0446678485753885
56113337.32145747,1.383936948247464,-0.942950683603701,0.045125243622122,0.0452285483669656,0.0441800155383089
56246266.53080979,1.876320845482932,-0.7089460550386741,0.0430214119556006,0.0430893078107531,0.0420233008493137
56376395.24234192,1.932139951861382,-0.1872334576211294,0.0415166049217719,0.0415385827413939,0.0408300222976158
56506520.878535055,1.8711865504182628,0.2756393644099447,0.0463117021300439,0.0467712309085321,0.0461860644399262
56636645.6254054,1.4178464844466594,0.4472797766340253,0.0469996158810015,0.0470147613381071,0.0465810601291692
56766765.65416652,1.545443178348183,0.5332420713932464,0.0443484771713083,0.0443722760079269,0.0437921800686195
56894057.74619469,1.6071676687430128,0.7390341868650391,0.041139852977925,0.0411472381130135,0.0402829512243846
57024161.96055487,1.649259154803223,0.896600631732206,0.0401774080464773,0.0402712036638835,0.0391559506643982
57151469.021522045,1.368163338803261,0.8703002657796975,0.0409564947185463,0.0409885807172119,0.0400739648445483
57281579.45804736,1.3716784934680573,1.0808173706720228,0.0421561785687784,0.0421729840984243,0.0409534429031582
57411696.73746021,1.3698977746151642,1.105470095678358,0.0420878078708229,0.042095346937799,0.0408375548156877
57541826.79376966,1.2864024097735405,0.9698578051670818,0.0410810917714445,0.0411915534921194,0.0401707341745616
57671955.87674044,0.532303577708614,0.7589560222859696,0.0421564796558215,0.0421676996180665,0.041668949151581
57802076.60738003,0.0461657108622106,0.6925925002172327,0.0435364852524524,0.0435448254102789,0.0431639793547318
57932174.61701274,-0.0433639739808543,0.6675455100051138,0.0410049743617698,0.0410990749925959,0.0407248778484079
58065148.83582622,-0.2432086111378636,0.6527255138044878,0.0401445924743658,0.0402173993572689,0.0398372438084519
58192401.524091095,-0.6556894621588159,0.4686851145013297,0.0389627974944691,0.0389675875610408,0.0386791562004783
58319712.09848015,-1.1141783741748266,0.4286678346900917,0.0396725025604325,0.0397520492341467,0.0393387094472055
58449835.74163398,-1.602499859950003,0.4210455027040895,0.040499269649934,0.0405986452832502,0.0399497365015898
58577127.75228687,-1.8810484678018669,0.667747646486364,0.0408136761134867,0.0408198091664677,0.0397419153032993
58707273.130149886,-2.2641901652949064,0.735568112810964,0.0422869399959881,0.042529318817378,0.0411130996809265
58837368.92297636,-2.283394124278834,0.6151376583823347,0.0444123908646717,0.0445284517677045,0.0433067531854297
58967477.62841155,-2.315589490146311,0.6880128301172564,0.0457388752027279,0.0458200268280516,0.0445252340789666
59097598.46753086,-2.147379899643276,0.9260831082387714,0.0457354399540246,0.0457680037235233,0.0442891233142625
59227738.94246624,-2.193877556563784,0.530888998561607,0.0415744133517653,0.0418486082291409,0.0407077169865981
59357859.119044095,-2.720246293163687,0.2922181762129981,0.0399884340951148,0.0400092297288483,0.0385184129151928
59487966.82599424,-3.143611763415554,0.1816474818973037,0.0424055010761806,0.0424183492525001,0.0406245367665952
59618106.37106816,-3.001088343996772,0.0470582663540812,0.0418271002303925,0.041905531800643,0.0402913117454897
